"NTEE","NTEE2","level1","level2","level3","level4","level5","level1.label","level2.label","level3.label","level4.label","level5.label","keywords"
"Q1235","IFA-Q35-MM","IFA","Qxx","Q3x","Q35","MM","International, Foreign Affairs","International, Foreign Affairs & National Security","Providing monetary support to multiple organizations in international, foreign affairs & national security.","Organizations whose primary purpose is to carry out programs that support the development of democracy and civil society in countries outside of the United States. Includes organizations that provide assistance in election planning and administration, election law development, political party development, constitutional development, and voter and civic education, which may include training of government and civic leaders. Also includes organizations that promote a supportive legal and regulatory environment for civil society and otherwise strengthen civil society actors and organizations as a group.","Monetary Support - Multiple Organizations",NA
"Q1240","IFA-Q40-MM","IFA","Qxx","Q4x","Q40","MM","International, Foreign Affairs","International, Foreign Affairs & National Security","Providing monetary support to multiple organizations in international, foreign affairs & national security.","Organizations that promote harmony and understanding among nations either globally or in a particular region of the world and/or engage in activities that promote peaceful ways of managing and settling international conflicts. Use this code for organizations that promote international peace in a general way or which have specific programs devoted to international peace and security other than those specified below.","Monetary Support - Multiple Organizations",NA
"Q1251","IFA-Q51-MM","IFA","Qxx","Q5x","Q51","MM","International, Foreign Affairs","International, Foreign Affairs & National Security","Providing monetary support to multiple organizations in international, foreign affairs & national security.","Organizations whose primary purpose is promote world trade and strengthen international trade and investment position of the US, states and localities. Services may include analyses of the competitiveness of specific industries, development of trade policies, negotiating market access for US companies and promoting exports through trade missions, shows, and fairs in major overseas markets.","Monetary Support - Multiple Organizations",NA
"Q1271","IFA-Q71-MM","IFA","Qxx","Q7x","Q71","MM","International, Foreign Affairs","International, Foreign Affairs & National Security","Providing monetary support to multiple organizations in international, foreign affairs & national security.","Organizations that monitor and inform the public about the world refugee situation; review refugee-related legislation; and advocate for specific policies relating to the plight of refugees in other countries. Also included are organizations that raise money to enable refugees to leave their own countries and migrate to foreign countries of their choice; or provide aid to refugees who have left their country of origin and are residing in another country outside the United States.","Monetary Support - Multiple Organizations",NA
"Q19","IFA-Q00-NS","IFA","Qxx","Q0x","Q00","NS","International, Foreign Affairs","International, Foreign Affairs & National Security","Providingnonmonetary support not elsewhere classified (n.e.c.) to a nonprofit ininternational, foreign affairs & national security.","Providingnonmonetary support not elsewhere classified (n.e.c.) to a nonprofit ininternational, foreign affairs & national security.","Nonmonetary Support Not Elsewhere Classified (N.E.C.)",""
"Q1921","IFA-Q21-NS","IFA","Qxx","Q2x","Q21","NS","International, Foreign Affairs","International, Foreign Affairs & National Security","Providingnonmonetary support not elsewhere classified (n.e.c.) to a nonprofit ininternational, foreign affairs & national security.","Organizations whose primary purpose is to provide international cultural educational experiences abroad and/or sponsor international cultural events (e.g., touring performing arts troupes) that are designed to increase understanding of other societies through the arts and humanities."" Also use this code for financial support for museums and other cultural institutions outside of the United States.","Nonmonetary Support Not Elsewhere Classified (N.E.C.)",NA
"Q1933","IFA-Q33-NS","IFA","Qxx","Q3x","Q33","NS","International, Foreign Affairs","International, Foreign Affairs & National Security","Providingnonmonetary support not elsewhere classified (n.e.c.) to a nonprofit ininternational, foreign affairs & national security.","Organizations that work to relieve poverty in developing countries by providing funds, technical assistance and supplies which improve the health, education, welfare, social well-being and self-reliance of individuals and families. Also included are organizations that provide relief services in response to a major disaster or large-scale emergency that occurs abroad.","Nonmonetary Support Not Elsewhere Classified (N.E.C.)",NA
"Q20","IFA-Q20-RG","IFA","Qxx","Q2x","Q20","RG","International, Foreign Affairs","International, Foreign Affairs & National Security","Promotion of International Understanding","Organizations whose primary purpose is to promote international understanding through activities, such as events, forums, trainings, and exchanges, which enable people to develop an appreciation for other societies, their traditions and culture. Use this code for organizations that provide a wide variety of organizations relating to the promotion of international understanding or which offer specific programs not specified below.","Regular Nonprofit","Democratic Values Promotion, Democratization, Foreign Affairs, Foreign Election Monitoring, Foreign Policy, Fulbright Scholarships, Government Exchange, International Affairs, International Education, International Law, International Relations, Junior Year Abroad, Sister Cities, Sister City, Study Abroad, World Affairs"
"Q21","IFA-Q21-RG","IFA","Qxx","Q2x","Q21","RG","International, Foreign Affairs","International, Foreign Affairs & National Security","Promotion of International Understanding","Organizations whose primary purpose is to provide international cultural educational experiences abroad and/or sponsor international cultural events (e.g., touring performing arts troupes) that are designed to increase understanding of other societies through the arts and humanities."" Also use this code for financial support for museums and other cultural institutions outside of the United States.","Regular Nonprofit","Cultural Exchange, International Cultural Events, Japan-America Societies, Japan-America Society"
"Q22","IFA-Q22-RG","IFA","Qxx","Q2x","Q22","RG","International, Foreign Affairs","International, Foreign Affairs & National Security","Promotion of International Understanding","Organizations that provide opportunities for high school students from foreign countries to live with an approved family in the United States and attend an American high school for one semester or one year in exchange for American students living and attending school in their country during the same period of time.","Regular Nonprofit","Exchange Students, International Education Exchanges, International Student Exchanges"
"Q23","IFA-Q23-RG","IFA","Qxx","Q2x","Q23","RG","International, Foreign Affairs","International, Foreign Affairs & National Security","Promotion of International Understanding","Organizations whose primary purpose is to provide international living experiences for individuals and families by arranging job exchanges, residence exchanges and other similar opportunities.","Regular Nonprofit","Business Exchange, Exchange of Persons, Job Exchanges, Residence Exchanges, Teacher Exchanges"
"Q30","IFA-Q30-RG","IFA","Qxx","Q3x","Q30","RG","International, Foreign Affairs","International, Foreign Affairs & National Security","International Development","Organizations whose primary purpose is to provide technical assistance training and material resources to support the capacity-building efforts of nations outside the U. S. with a focus on agricultural and rural development, health, education, social welfare, small business development and industrial growth. Use this code for organizations that provide a wide range of international development and/or relief services or those not specified below.","Regular Nonprofit","Aid to Developing Countries, International Aid, International Assistance"
"Q31","IFA-Q31-RG","IFA","Qxx","Q3x","Q31","RG","International, Foreign Affairs","International, Foreign Affairs & National Security","International Development","Organizations that provide information, technical assistance and support to developing countries regarding the planting, nurturing, protection and utilization of agricultural products with the objective of increasing the productivity of their cultivated land and improving their food supply.","Regular Nonprofit","International Agricultural Assistance"
"Q32","IFA-Q32-RG","IFA","Qxx","Q3x","Q32","RG","International, Foreign Affairs","International, Foreign Affairs & National Security","International Development","Organizations that provide technical assistance and training, loans and loan guarantees and other forms of support to stimulate the economy, expand employment opportunities, encourage the establishment and growth of commerce and industry and otherwise enhance the economic development of countries outside the United States.","Regular Nonprofit","International Economic Assistance"
"Q33","IFA-Q33-RG","IFA","Qxx","Q3x","Q33","RG","International, Foreign Affairs","International, Foreign Affairs & National Security","International Development","Organizations that work to relieve poverty in developing countries by providing funds, technical assistance and supplies which improve the health, education, welfare, social well-being and self-reliance of individuals and families. Also included are organizations that provide relief services in response to a major disaster or large-scale emergency that occurs abroad.","Regular Nonprofit","Foreign Child Sponsorship, Foreign Orphanages, Humanitarian Aid, International Childrens Aid, International Childrens Relief, International Disaster Assistance, International Disaster Relief, International Earthquake Relief, International Flood Relief, International Relief Agencies, Overseas Child Sponsorship, UNICEF"
"Q34","IFA-Q34-RG","IFA","Qxx","Q3x","Q34","RG","International, Foreign Affairs","International, Foreign Affairs & National Security","International Development","Organizations whose primary purpose is to educate individuals, provide financial support for educational institutions and other forms of material support for students and institutions in countries outside the United States.","Regular Nonprofit",""
"Q35","IFA-Q35-RG","IFA","Qxx","Q3x","Q35","RG","International, Foreign Affairs","International, Foreign Affairs & National Security","International Development","Organizations whose primary purpose is to carry out programs that support the development of democracy and civil society in countries outside of the United States. Includes organizations that provide assistance in election planning and administration, election law development, political party development, constitutional development, and voter and civic education, which may include training of government and civic leaders. Also includes organizations that promote a supportive legal and regulatory environment for civil society and otherwise strengthen civil society actors and organizations as a group.","Regular Nonprofit",""
"Q36","IFA-Q36-RG","IFA","Qxx","Q3x","Q36","RG","International, Foreign Affairs","International, Foreign Affairs & National Security","International Development","Organizations whose primary purpose is to provide technical assistance, training, and other forms of support to encourage the development of appropriate technologies, science and technology transfer, and technological capability building of countries outside the United States.","Regular Nonprofit",""
"Q38","IFA-Q38-RG","IFA","Qxx","Q3x","Q38","RG","International, Foreign Affairs","International, Foreign Affairs & National Security","International Development","Organizations whose primary purpose is to protect the environment and create a sustainable world by addressing issues such as cross national concerns and advocacy and research on environmental and population policy.","Regular Nonprofit","Environmental and Population Policy, International Environmental Resource Management, International Family Planning, International Sustainable Development, Population Control, Global Warming"
"Q39","IFA-Q39-RG","IFA","Qxx","Q3x","Q39","RG","International, Foreign Affairs","International, Foreign Affairs & National Security","International Development","Organizations whose primary purpose is to provide health assistance and training, loans and loan guarantees, financial and other material support for hospitals, medical services for countries outside the United States.","Regular Nonprofit",""
"Q40","IFA-Q40-RG","IFA","Qxx","Q4x","Q40","RG","International, Foreign Affairs","International, Foreign Affairs & National Security","International Peace & Security","Organizations that promote harmony and understanding among nations either globally or in a particular region of the world and/or engage in activities that promote peaceful ways of managing and settling international conflicts. Use this code for organizations that promote international peace in a general way or which have specific programs devoted to international peace and security other than those specified below.","Regular Nonprofit","Antiwar Movements, Diplomacy, International Conflict Mediation, International Conflict Resolution, International Peace, International Security, Peace Movements, Peace Studies"
"Q41","IFA-Q41-RG","IFA","Qxx","Q4x","Q41","RG","International, Foreign Affairs","International, Foreign Affairs & National Security","International Peace & Security","Organizations that promote control of nuclear, biological, chemical and conventional weapons development and proliferation.","Regular Nonprofit","Arms Control, Biological Weapons Control, Chemical Weapons Control, Disarmament Issues, Nuclear Arms, Nuclear Freeze, Nuclear War, Nuclear Weapons Non-Proliferation, Nuclear Weapons Reduction, Strategic Arms Reduction, Weapons Control, Weapons Reduction, Weapons Testing"
"Q42","IFA-Q42-RG","IFA","Qxx","Q4x","Q42","RG","International, Foreign Affairs","International, Foreign Affairs & National Security","International Peace & Security","Organizations whose activities relate specifically to the United Nations.","Regular Nonprofit","United Nations"
"Q43","IFA-Q43-RG","IFA","Qxx","Q4x","Q43","RG","International, Foreign Affairs","International, Foreign Affairs & National Security","International Peace & Security","Organizations that conduct studies on major national security topics including the U.S. armed forces, weapons decisions, deployment policies and the security aspects of U.S. foreign relations; monitor legislation on national security issues; advocate for specific defense policies and expenditures; and engage in other activities related to the security of the United States.","Regular Nonprofit","National Security"
"Q50","IFA-Q50-RG","IFA","Qxx","Q5x","Q50","RG","International, Foreign Affairs","International, Foreign Affairs & National Security","International Affairs, Foreign Policy, & Globalization","Organizations that conduct studies on foreign policy, national security, regional affairs and international energy, economic, and trade policies; monitor foreign policy legislation; hold conferences seminars and debates to expand interest in international issues and promote understanding of US foreign policy and international affairs; address problems of globalization; publish journals, newsletters, and other materials addressing foreign policy issues; and engage in other activities relating to foreign policy.","Regular Nonprofit","Foreign Affairs, Foreign Relations, Globalization, International Law, International Relations"
"Q51","IFA-Q51-RG","IFA","Qxx","Q5x","Q51","RG","International, Foreign Affairs","International, Foreign Affairs & National Security","International Affairs, Foreign Policy, & Globalization","Organizations whose primary purpose is promote world trade and strengthen international trade and investment position of the US, states and localities. Services may include analyses of the competitiveness of specific industries, development of trade policies, negotiating market access for US companies and promoting exports through trade missions, shows, and fairs in major overseas markets.","Regular Nonprofit","International Investment, International Markets, Common Market, Emerging Markets, European Market, Exports, Foreign Trade, GATT, Global Markets, Imports, International Business Development, International Development, International Economic Relations, International Trade Programs, International Trade, Microenterprise, NAFTA, Overseas Trade, Trade Agreements, Trade Protection"
"Q70","IFA-Q70-RG","IFA","Qxx","Q7x","Q70","RG","International, Foreign Affairs","International, Foreign Affairs & National Security","International Human Rights","Organizations that work to protect individuals around the world from denial of civil rights and liberties or other arbitrary governmental interference, harassment, or abuse due to their political or religious beliefs.","Regular Nonprofit","International Childrens Rights, International Human Rights Violations, International Prisoners Rights, International Reproductive Rights, International Womens Rights, Legal Rights, Political Prisoners, Political Repression, War Crimes"
"Q71","IFA-Q71-RG","IFA","Qxx","Q7x","Q71","RG","International, Foreign Affairs","International, Foreign Affairs & National Security","International Human Rights","Organizations that monitor and inform the public about the world refugee situation; review refugee-related legislation; and advocate for specific policies relating to the plight of refugees in other countries. Also included are organizations that raise money to enable refugees to leave their own countries and migrate to foreign countries of their choice; or provide aid to refugees who have left their country of origin and are residing in another country outside the United States.","Regular Nonprofit","Asylum Seekers, Displaced Persons, International Migration, International Refugees, Political Asylum, War Victims"
"Q99","IFA-Q99-RG","IFA","Qxx","Q9x","Q99","RG","International, Foreign Affairs","International, Foreign Affairs & National Security","International, Foreign Affairs & National Security N.E.C.","Use this code for organizations that clearly provide services related to international affairs where the major purpose is unclear enough that a more specific code cannot be accurately assigned.","Regular Nonprofit",""
"R01","PSB-R00-AA","PSB","Rxx","R0x","R00","AA","Public, Societal Benefit","Civil Rights, Social Action & Advocacy","Alliance/Advocacy Organization for a nonprofit in civil rights, social action & advocacy.","Alliance/Advocacy Organization for a nonprofit in civil rights, social action & advocacy.","Alliance/Advocacy Organization","Lobbying, Public Awareness"
"R0120","PSB-R20-AA","PSB","Rxx","R2x","R20","AA","Public, Societal Benefit","Civil Rights, Social Action & Advocacy","Alliance/Advocacy Organization for a nonprofit in civil rights, social action & advocacy.","Organizations that work for the passage and enforcement of laws or other social measures that will more effectively protect the rights of specific groups. Use this code for organizations that broadly address civil rights and advocacy issues or which focus on populations not specified below.","Alliance/Advocacy Organization",NA
"R0123","PSB-R23-AA","PSB","Rxx","R2x","R23","AA","Public, Societal Benefit","Civil Rights, Social Action & Advocacy","Alliance/Advocacy Organization for a nonprofit in civil rights, social action & advocacy.","Organizations that support the passage and enforcement of laws or other social measures that protect the rights of people who have disabilities and maximize their ability to enjoy the same opportunities, resources and privileges as the mainstream population.","Alliance/Advocacy Organization",NA
"R0124","PSB-R24-AA","PSB","Rxx","R2x","R24","AA","Public, Societal Benefit","Civil Rights, Social Action & Advocacy","Alliance/Advocacy Organization for a nonprofit in civil rights, social action & advocacy.","Organizations that support the passage and enforcement of laws and other social measures that protect and promote the rights and interests of women.","Alliance/Advocacy Organization",NA
"R0128","PSB-R28-AA","PSB","Rxx","R2x","R28","AA","Public, Societal Benefit","Civil Rights, Social Action & Advocacy","Alliance/Advocacy Organization for a nonprofit in civil rights, social action & advocacy.","Organizations that support the passage and enforcement of laws and other social measures that protect and promote the rights and interests of children and youth.","Alliance/Advocacy Organization",NA
"R0130","PSB-R30-AA","PSB","Rxx","R3x","R30","AA","Public, Societal Benefit","Civil Rights, Social Action & Advocacy","Alliance/Advocacy Organization for a nonprofit in civil rights, social action & advocacy.","Organizations that work for increased harmony and understanding among diverse groups in the community and to reduce or eliminate tensions and violence based on age, gender, race, color, sexual preference, creed, national origin, income level or stereotypical identification.","Alliance/Advocacy Organization",NA
"R0160","PSB-R60-AA","PSB","Rxx","R6x","R60","AA","Public, Societal Benefit","Civil Rights, Social Action & Advocacy","Alliance/Advocacy Organization for a nonprofit in civil rights, social action & advocacy.","Organizations that protect the rights of people guaranteed by the Constitution and promote the passage of laws or other social measures that extend individual rights or more effectively protect them. Use this code for organizations that advocate for a wide variety of civil liberties or for specific rights that are not specified below.","Alliance/Advocacy Organization",NA
"R0161","PSB-R61-AA","PSB","Rxx","R6x","R61","AA","Public, Societal Benefit","Civil Rights, Social Action & Advocacy","Alliance/Advocacy Organization for a nonprofit in civil rights, social action & advocacy.","Organizations that support the passage and enforcement of laws and other social measures which preserve a womans right to terminate her pregnancy.","Alliance/Advocacy Organization",NA
"R0162","PSB-R62-AA","PSB","Rxx","R6x","R62","AA","Public, Societal Benefit","Civil Rights, Social Action & Advocacy","Alliance/Advocacy Organization for a nonprofit in civil rights, social action & advocacy.","Organizations that support the passage of legislation which assigns legal rights to the unborn and seeks to criminalize the termination of unwanted pregnancies.","Alliance/Advocacy Organization",NA
"R0167","PSB-R67-AA","PSB","Rxx","R6x","R67","AA","Public, Societal Benefit","Civil Rights, Social Action & Advocacy","Alliance/Advocacy Organization for a nonprofit in civil rights, social action & advocacy.","Organizations that support the right of people who may be terminally ill to end their own lives in a planned manner either by active means or by the removal of life-support systems.","Alliance/Advocacy Organization",NA
"R02","PSB-R00-MT","PSB","Rxx","R0x","R00","MT","Public, Societal Benefit","Civil Rights, Social Action & Advocacy","Organization providing management and technical assistance for a nonprofit in civil rights, social action & advocacy.","Organization providing management and technical assistance for a nonprofit in civil rights, social action & advocacy.","Management and Technical Assistance",""
"R0224","PSB-R24-MT","PSB","Rxx","R2x","R24","MT","Public, Societal Benefit","Civil Rights, Social Action & Advocacy","Organization providing management and technical assistance for a nonprofit in civil rights, social action & advocacy.","Organizations that support the passage and enforcement of laws and other social measures that protect and promote the rights and interests of women.","Management and Technical Assistance",NA
"R03","PSB-R00-PA","PSB","Rxx","R0x","R00","PA","Public, Societal Benefit","Civil Rights, Social Action & Advocacy","Professional Society/Association in civil rights, social action & advocacy.","Professional Society/Association in civil rights, social action & advocacy.","Professional Society/Association",""
"R0320","PSB-R20-PA","PSB","Rxx","R2x","R20","PA","Public, Societal Benefit","Civil Rights, Social Action & Advocacy","Professional Society/Association in civil rights, social action & advocacy.","Organizations that work for the passage and enforcement of laws or other social measures that will more effectively protect the rights of specific groups. Use this code for organizations that broadly address civil rights and advocacy issues or which focus on populations not specified below.","Professional Society/Association",NA
"R0324","PSB-R24-PA","PSB","Rxx","R2x","R24","PA","Public, Societal Benefit","Civil Rights, Social Action & Advocacy","Professional Society/Association in civil rights, social action & advocacy.","Organizations that support the passage and enforcement of laws and other social measures that protect and promote the rights and interests of women.","Professional Society/Association",NA
"R0326","PSB-R26-PA","PSB","Rxx","R2x","R26","PA","Public, Societal Benefit","Civil Rights, Social Action & Advocacy","Professional Society/Association in civil rights, social action & advocacy.","Organizations that support the passage and enforcement of laws and other social measures that protect and promote the rights and interests of individuals who are gay, lesbian, bisexual, or transgender.","Professional Society/Association",NA
"R0330","PSB-R30-PA","PSB","Rxx","R3x","R30","PA","Public, Societal Benefit","Civil Rights, Social Action & Advocacy","Professional Society/Association in civil rights, social action & advocacy.","Organizations that work for increased harmony and understanding among diverse groups in the community and to reduce or eliminate tensions and violence based on age, gender, race, color, sexual preference, creed, national origin, income level or stereotypical identification.","Professional Society/Association",NA
"R0362","PSB-R62-PA","PSB","Rxx","R6x","R62","PA","Public, Societal Benefit","Civil Rights, Social Action & Advocacy","Professional Society/Association in civil rights, social action & advocacy.","Organizations that support the passage of legislation which assigns legal rights to the unborn and seeks to criminalize the termination of unwanted pregnancies.","Professional Society/Association",NA
"R05","PSB-R00-RP","PSB","Rxx","R0x","R00","RP","Public, Societal Benefit","Civil Rights, Social Action & Advocacy","Research Institute and/or Public Policy Analysis in civil rights, social action & advocacy.","Research Institute and/or Public Policy Analysis in civil rights, social action & advocacy.","Research Institute and/or Public Policy Analysis",""
"R0520","PSB-R20-RP","PSB","Rxx","R2x","R20","RP","Public, Societal Benefit","Civil Rights, Social Action & Advocacy","Research Institute and/or Public Policy Analysis in civil rights, social action & advocacy.","Organizations that work for the passage and enforcement of laws or other social measures that will more effectively protect the rights of specific groups. Use this code for organizations that broadly address civil rights and advocacy issues or which focus on populations not specified below.","Research Institute and/or Public Policy Analysis",NA
"R0522","PSB-R22-RP","PSB","Rxx","R2x","R22","RP","Public, Societal Benefit","Civil Rights, Social Action & Advocacy","Research Institute and/or Public Policy Analysis in civil rights, social action & advocacy.","Organizations that support the passage and enforcement of laws and other social measures that protect and promote the rights and interests of one or more specific ethnic groups or individuals who have a common national origin. Use this code for organizations like the NAACP and La Raza.","Research Institute and/or Public Policy Analysis",NA
"R11","PSB-R00-MS","PSB","Rxx","R0x","R00","MS","Public, Societal Benefit","Civil Rights, Social Action & Advocacy","Providing monetary support to a sinlge organization in civil rights, social action & advocacy.","Providing monetary support to a sinlge organization in civil rights, social action & advocacy.","Monetary Support - Single Organization",""
"R1124","PSB-R24-MS","PSB","Rxx","R2x","R24","MS","Public, Societal Benefit","Civil Rights, Social Action & Advocacy","Providing monetary support to a sinlge organization in civil rights, social action & advocacy.","Organizations that support the passage and enforcement of laws and other social measures that protect and promote the rights and interests of women.","Monetary Support - Single Organization",NA
"R12","PSB-R00-MM","PSB","Rxx","R0x","R00","MM","Public, Societal Benefit","Civil Rights, Social Action & Advocacy","Providing monetary support to multiple organizations in civil rights, social action & advocacy.","Providing monetary support to multiple organizations in civil rights, social action & advocacy.","Monetary Support - Multiple Organizations",""
"R1220","PSB-R20-MM","PSB","Rxx","R2x","R20","MM","Public, Societal Benefit","Civil Rights, Social Action & Advocacy","Providing monetary support to multiple organizations in civil rights, social action & advocacy.","Organizations that work for the passage and enforcement of laws or other social measures that will more effectively protect the rights of specific groups. Use this code for organizations that broadly address civil rights and advocacy issues or which focus on populations not specified below.","Monetary Support - Multiple Organizations",NA
"R1224","PSB-R24-MM","PSB","Rxx","R2x","R24","MM","Public, Societal Benefit","Civil Rights, Social Action & Advocacy","Providing monetary support to multiple organizations in civil rights, social action & advocacy.","Organizations that support the passage and enforcement of laws and other social measures that protect and promote the rights and interests of women.","Monetary Support - Multiple Organizations",NA
"R1226","PSB-R26-MM","PSB","Rxx","R2x","R26","MM","Public, Societal Benefit","Civil Rights, Social Action & Advocacy","Providing monetary support to multiple organizations in civil rights, social action & advocacy.","Organizations that support the passage and enforcement of laws and other social measures that protect and promote the rights and interests of individuals who are gay, lesbian, bisexual, or transgender.","Monetary Support - Multiple Organizations",NA
"R19","PSB-R00-NS","PSB","Rxx","R0x","R00","NS","Public, Societal Benefit","Civil Rights, Social Action & Advocacy","Providingnonmonetary support not elsewhere classified (n.e.c.) to a nonprofit incivil rights, social action & advocacy.","Providingnonmonetary support not elsewhere classified (n.e.c.) to a nonprofit incivil rights, social action & advocacy.","Nonmonetary Support Not Elsewhere Classified (N.E.C.)",""
"R1922","PSB-R22-NS","PSB","Rxx","R2x","R22","NS","Public, Societal Benefit","Civil Rights, Social Action & Advocacy","Providingnonmonetary support not elsewhere classified (n.e.c.) to a nonprofit incivil rights, social action & advocacy.","Organizations that support the passage and enforcement of laws and other social measures that protect and promote the rights and interests of one or more specific ethnic groups or individuals who have a common national origin. Use this code for organizations like the NAACP and La Raza.","Nonmonetary Support Not Elsewhere Classified (N.E.C.)",NA
"R1924","PSB-R24-NS","PSB","Rxx","R2x","R24","NS","Public, Societal Benefit","Civil Rights, Social Action & Advocacy","Providingnonmonetary support not elsewhere classified (n.e.c.) to a nonprofit incivil rights, social action & advocacy.","Organizations that support the passage and enforcement of laws and other social measures that protect and promote the rights and interests of women.","Nonmonetary Support Not Elsewhere Classified (N.E.C.)",NA
"R1926","PSB-R26-NS","PSB","Rxx","R2x","R26","NS","Public, Societal Benefit","Civil Rights, Social Action & Advocacy","Providingnonmonetary support not elsewhere classified (n.e.c.) to a nonprofit incivil rights, social action & advocacy.","Organizations that support the passage and enforcement of laws and other social measures that protect and promote the rights and interests of individuals who are gay, lesbian, bisexual, or transgender.","Nonmonetary Support Not Elsewhere Classified (N.E.C.)",NA
"R20","PSB-R20-RG","PSB","Rxx","R2x","R20","RG","Public, Societal Benefit","Civil Rights, Social Action & Advocacy","Civil Rights","Organizations that work for the passage and enforcement of laws or other social measures that will more effectively protect the rights of specific groups. Use this code for organizations that broadly address civil rights and advocacy issues or which focus on populations not specified below.","Regular Nonprofit","Discrimination of Specific Groups, Equal Rights, Immigrant Rights, Legal Rights, Refugee Rights"
"R21","PSB-R21-RG","PSB","Rxx","R2x","R21","RG","Public, Societal Benefit","Civil Rights, Social Action & Advocacy","Civil Rights","Organizations that support the passage and enforcement of laws and other social measures which protect the rights and interests of individuals who have newly arrived in the country or which govern the process by which individuals and families are granted permission to immigrate.","Regular Nonprofit",""
"R22","PSB-R22-RG","PSB","Rxx","R2x","R22","RG","Public, Societal Benefit","Civil Rights, Social Action & Advocacy","Civil Rights","Organizations that support the passage and enforcement of laws and other social measures that protect and promote the rights and interests of one or more specific ethnic groups or individuals who have a common national origin. Use this code for organizations like the NAACP and La Raza.","Regular Nonprofit","African American Rights, Asian American Rights, Congress of Racial Equality, CORE, Ethnic Groups Rights, Hispanic Rights, La Raza, Latino Rights, NAACP, Native American Rights, Racial Equality, SCLC, Southern Christian Leadership Conference"
"R23","PSB-R23-RG","PSB","Rxx","R2x","R23","RG","Public, Societal Benefit","Civil Rights, Social Action & Advocacy","Civil Rights","Organizations that support the passage and enforcement of laws or other social measures that protect the rights of people who have disabilities and maximize their ability to enjoy the same opportunities, resources and privileges as the mainstream population.","Regular Nonprofit","Disability Rights, Handicapped Persons Rights, Handicapped Rights"
"R24","PSB-R24-RG","PSB","Rxx","R2x","R24","RG","Public, Societal Benefit","Civil Rights, Social Action & Advocacy","Civil Rights","Organizations that support the passage and enforcement of laws and other social measures that protect and promote the rights and interests of women.","Regular Nonprofit","Sexual Equality, Womens Economic Empowerment"
"R25","PSB-R25-RG","PSB","Rxx","R2x","R25","RG","Public, Societal Benefit","Civil Rights, Social Action & Advocacy","Civil Rights","Organizations that support the passage and enforcement of laws and other social measures that protect and promote the rights of older adults.","Regular Nonprofit","Age Discrimination"
"R26","PSB-R26-RG","PSB","Rxx","R2x","R26","RG","Public, Societal Benefit","Civil Rights, Social Action & Advocacy","Civil Rights","Organizations that support the passage and enforcement of laws and other social measures that protect and promote the rights and interests of individuals who are gay, lesbian, bisexual, or transgender.","Regular Nonprofit","Gay Rights, Homosexual Rights, Lesbian Rights"
"R27","PSB-R27-RG","PSB","Rxx","R2x","R27","RG","Public, Societal Benefit","Civil Rights, Social Action & Advocacy","Civil Rights","Organizations that support the passage and enforcement of laws and other social measures that protect and promote the rights and interests of patients.","Regular Nonprofit",""
"R28","PSB-R28-RG","PSB","Rxx","R2x","R28","RG","Public, Societal Benefit","Civil Rights, Social Action & Advocacy","Civil Rights","Organizations that support the passage and enforcement of laws and other social measures that protect and promote the rights and interests of children and youth.","Regular Nonprofit","CASA, Child Advocacy, Court Appointed Special Advocates"
"R29","PSB-R29-RG","PSB","Rxx","R2x","R29","RG","Public, Societal Benefit","Civil Rights, Social Action & Advocacy","Civil Rights","Organizations that support the passage and enforcement of laws and other social measures that protect and promote the rights of groups of workers and employees.","Regular Nonprofit",""
"R30","PSB-R30-RG","PSB","Rxx","R3x","R30","RG","Public, Societal Benefit","Civil Rights, Social Action & Advocacy","Intergroup & Race Relations","Organizations that work for increased harmony and understanding among diverse groups in the community and to reduce or eliminate tensions and violence based on age, gender, race, color, sexual preference, creed, national origin, income level or stereotypical identification.","Regular Nonprofit","Diversity Training, Intergroup Relations, Multicultural Understanding, Race Relations"
"R40","PSB-R40-RG","PSB","Rxx","R4x","R40","RG","Public, Societal Benefit","Civil Rights, Social Action & Advocacy","Voter Education & Registration","Organizations that encourage citizens to participate in the political process, in a nonpartisan manner, by providing opportunities for political involvement, access to public officials, information that is necessary to make informed decisions at the ballot box or assistance in registering to vote.","Regular Nonprofit","Election Regulation, League of Women Voters, Voter Education, Voter Participation, Voter Registration, Voter Turnout"
"R60","PSB-R60-RG","PSB","Rxx","R6x","R60","RG","Public, Societal Benefit","Civil Rights, Social Action & Advocacy","Civil Liberties","Organizations that protect the rights of people guaranteed by the Constitution and promote the passage of laws or other social measures that extend individual rights or more effectively protect them. Use this code for organizations that advocate for a wide variety of civil liberties or for specific rights that are not specified below.","Regular Nonprofit","Academic Freedom, Bill of Rights, Civil Liberties, Constitutional Rights, Criminal Rights, Cyber-Liberties, Death Penalty Advocacy, Death Penalty Issues, Due Process, Freedom of Association, Freedom of Information, Freedom of Religion, Gun Control Advocacy, Legal Rights, Library Censorship, Political Rights, Right of Assembly, Right to Bear Arms, Right to Privacy"
"R61","PSB-R61-RG","PSB","Rxx","R6x","R61","RG","Public, Societal Benefit","Civil Rights, Social Action & Advocacy","Civil Liberties","Organizations that support the passage and enforcement of laws and other social measures which preserve a womans right to terminate her pregnancy.","Regular Nonprofit","Abortion Rights, Pro-Choice Advocacy, Right to Choose"
