"Level 1","Levels 2-4","Level 5","Category Name","Category Description"
"PSB","R25","RG","Seniors Rights","Organizations that support the passage and enforcement of laws and other social measures that protect and promote the rights of older adults."
"PSB","R26","RG","Lesbian & Gay Rights","Organizations that support the passage and enforcement of laws and other social measures that protect and promote the rights and interests of individuals who are gay, lesbian, bisexual, or transgender."
"PSB","R27","RG","Patients' Rights","Organizations that support the passage and enforcement of laws and other social measures that protect and promote the rights and interests of patients."
"PSB","R28","RG","Children's Rights","Organizations that support the passage and enforcement of laws and other social measures that protect and promote the rights and interests of children and youth."
"PSB","R29","RG","Employee & Workers' Rights","Organizations that support the passage and enforcement of laws and other social measures that protect and promote the rights of groups of workers and employees."
"PSB","R30","RG","Intergroup & Race Relations","Organizations that work for increased harmony and understanding among diverse groups in the community and to reduce or eliminate tensions and violence based on age, gender, race, color, sexual preference, creed, national origin, income level or stereotypical identification."
"PSB","R40","RG","Voter Education & Registration","Organizations that encourage citizens to participate in the political process, in a nonpartisan manner, by providing opportunities for political involvement, access to public officials, information that is necessary to make informed decisions at the ballot box or assistance in registering to vote."
"PSB","R60","RG","Civil Liberties","Organizations that protect the rights of people guaranteed by the Constitution and promote the passage of laws or other social measures that extend individual rights or more effectively protect them. Use this code for organizations that advocate for a wide variety of civil liberties or for specific rights that are not specified below."
"PSB","R61","RG","Reproductive Rights","Organizations that support the passage and enforcement of laws and other social measures which preserve a womans right to terminate her pregnancy."
"PSB","R62","RG","Right to Life","Organizations that support the passage of legislation which assigns legal rights to the unborn and seeks to criminalize the termination of unwanted pregnancies."
"PSB","R63","RG","Censorship, Freedom of Speech & Press","Organizations that support the right of the press to freedom of expression without censorship or other restrictions by government and/or which support the right of the media to maintain confidential sources."
"PSB","R65","RG","Freedom of Religion Issues","Organizations that support the passage of legislation and other social measures that protect or extend the rights of individuals to conduct their lives according to the precepts of their faith."
"PSB","R67","RG","Right to Die & Euthanasia","Organizations that support the right of people who may be terminally ill to end their own lives in a planned manner either by active means or by the removal of life-support systems."
"PSB","R99","RG","Civil Rights, Social Action & Advocacy N.E.C.","Use this code for organizations that clearly provide civil rights, social action or advocacy services where the major purpose is unclear enough that a more specific code cannot be accurately assigned."
"PSB","S","Major Group","Community Improvement & Capacity Building",NA
"PSB","S00","AA","Alliances & Advocacy  (formerly S01)","Organizations whose activities focus on influencing public policy within the Community Improvement, Capacity Building major group area. Includes a variety of activities from public education and influencing public opinion to lobbying national and state legislatures."
"PSB","S00","MT","Management & Technical Assistance  (formerly S02)","Consultation, training, and other forms of management assistance services to nonprofit groups within the Community Improvement, Capacity Building major group area."
"PSB","S00","PA","Professional Societies & Associations  (formerly S03)","Learned societies, professional councils, and other organizations that bring together individuals or organizations with a common professional or vocational interest within the Community Improvement, Capacity Building major group area."
"PSB","S00","RP","Research Institutes & Public Policy Analysis  (formerly S05)","Organizations whose primary purpose is to conduct research and/or public policy analysis within the Community Improvement, Capacity Building major group area."
"PSB","S00","MS","Single Organization Support  (formerly S11)","Organizations existing as a fund-raising entity for a single institution within the Community Improvement & Capacity Building major group area."
"PSB","S00","MM","Fund Raising & Fund Distribution  (formerly S12)","Organizations that raise and distribute funds for multiple organizations within the Community Improvement, Capacity Building major group area."
"PSB","S00","NS","Support N.E.C.  (formerly S19)","Organizations that provide all forms of support except for financial assistance or fund raising for other organizations within the Community Improvement, Capacity Building major group area."
"PSB","S20","RG","Community & Neighborhood Development","Organizations that focus broadly on strengthening, unifying and building the economic, cultural, educational and social services of an urban community or neighborhood. Use this code for community and neighborhood improvement organizations other than those specified below."
"PSB","S21","RG","Community Coalitions","Organizations that are designed to increase citizen participation in local policy issues and thereby improve the overall quality of life in a particular state or community."
"PSB","S22","RG","Neighborhood & Block Associations","Organizations whose members are residents of a particular community or neighborhood who have joined together to remedy deficiencies in existing neighborhood conditions or to enhance conditions that are currently satisfactory."
"PSB","S30","RG","Economic Development","Organizations whose primary purpose is to stimulate the economy, expand employment opportunities, encourage the establishment and growth of commerce and industry and otherwise enhance the economic development of the community."
"PSB","S31","RG","Urban & Community Economic Development","Organizations that provide technical assistance, loans, loan guarantees or other forms of management support to help impoverished urban communities create local jobs, sustain local services and build healthier local economies."
"PSB","S32","RG","Rural Economic Development","Organizations that provide technical assistance, venture capital, loans, loan guarantees or other forms of management support to encourage the establishment and growth of business and industry in rural areas."
"PSB","S40","RG","Business & Industry","Organizations that provide technical assistance, loans, loan guarantees and other forms of assistance to support the development and growth of a wide variety of business establishments in the community."
"PSB","S41","RG","Chambers of Commerce & Business Leagues","Organizations like chambers of commerce, business leagues and commercial trade associations whose members are businessmen and women and merchants who have affiliated for the purpose of promoting the general commercial interests of the community or the interests of their own trade. \[Many of these are found in section 501(c)(6) business leagues; and 501(c)(6) chambers of commerce.\]"
"PSB","S43","RG","Small Business Development","Organizations that provide technical assistance, venture capital, loans, loan guarantees or other forms of support for individuals or groups who want to establish or expand the operation of a small business enterprise or venture."
"PSB","S46","RG","Boards of Trade","501(c)(6) organizations that are involved in regulating, promoting or conducting commodities and commercial investment exchanges."
"PSB","S47","RG","Real Estate Associations","Organizations whose members are in the real estate business who have affiliated for the purpose of promoting the interests of their trade."
"PSB","S50","RG","Nonprofit Management","Organizations that provide technical assistance for nonprofit organizations who need management support in areas like board development; facility administration; fiscal administration; grant writing; personnel administration; program planning, development or evaluation; service delivery; volunteer utilization; or public relations. Use this code for Nonprofit Management Support Centers."
"PSB","S80","RG","Community Service Clubs","Organizations whose members are business and professional men and/or women or other individuals who have a common interest in improving the life of the community, which conduct fund-raising events to finance community service projects. Many service clubs are chapters of national or international organizations."
"PSB","S81","RG","Womens Service Clubs","Organizations whose members are women who have a common interest in improving the life of the community, which conduct fund-raising events to finance community service projects."
"PSB","S82","RG","Mens Service Clubs","Organizations whose members are men who have a common interest in improving the life of the community, which conduct fund-raising events to finance community service projects."
"PSB","S99","RG","Community Improvement & Capacity Building N.E.C.","Use this code for organizations that clearly provide community improvement, capacity building services where the major purpose is unclear enough that a more specific code cannot be accurately assigned."
"PSB","T","Major Group","Philanthropy, Voluntarism & Grantmaking Foundations",NA
"PSB","T00","AA","Alliances & Advocacy  (formerly T01)","Organizations whose activities focus on influencing public policy within the Philanthropy, Voluntarism, and Grantmaking Foundations major group area. Includes a variety of activities from public education and influencing public opinion to lobbying national and state legislatures."
"PSB","T00","MT","Management & Technical Assistance  (formerly T02)","Consultation, training, and other forms of management assistance services to nonprofit groups within the Philanthropy, Voluntarism, and Grantmaking Foundations major group area."
"PSB","T00","PA","Professional Societies & Associations  (formerly T03)","Learned societies, professional councils, and other organizations that bring together individuals or organizations with a common professional or vocational interest within the Philanthropy, Voluntarism, and Grantmaking Foundations major group area."
"PSB","T00","RP","Research Institutes & Public Policy Analysis  (formerly T05)","Organizations whose primary purpose is to conduct research and/or public policy analysis within the Philanthropy, Voluntarism, and Grantmaking Foundations major group area."
"PSB","T00","MS","Single Organization Support  (formerly T11)","Organizations existing as a fund-raising entity for a single institution within the Philanthropy, Voluntarism & Grantmaking Foundations major group area."
"PSB","T00","MM","Fund Raising & Fund Distribution  (formerly T12)","Organizations that raise and distribute funds for multiple organizations within the Philanthropy, Voluntarism, and Grantmaking Foundations major group area."
"PSB","T00","NS","Support N.E.C.  (formerly T19)","Organizations that provide all forms of support except for financial assistance or fund raising for other organizations within the Philanthropy, Voluntarism, and Grantmaking Foundations major group area."
"PSB","T20","RG","Private Grantmaking Foundations","Nongovernmental, nonprofit organizations with funds (usually from a single source, such as an individual, family or corporation) and programs managed by its own trustees or directors, established to maintain or aid social, educational, religious or other charitable activities serving the common welfare, primarily through grantmaking. T20 should be used only if one of the more specific codes in the T20 series cannot be determined."
"PSB","T21","RG","Corporate Foundations","Private foundations whose grant funds are derived primarily from the contributions of a profit-making business organization."
"PSB","T22","RG","Private Independent Foundations","Private foundations that make grants based on charitable endowments. Because of their endowments, they are focused primarily on grantmaking and generally do not actively raise funds or seek public financial support. These are the most common type of private foundation. They are generally endowed, usually from a single individual or family. Private foundations are considered family foundations if relatives or the original donor are still active on the board of trustees or in the operation of the foundation."
"PSB","T23","RG","Private Operating Foundations","Private foundations that use a bulk of their resources to provide charitable services or run charitable programs of their own. They make few, if any, grants to outside organizations and, like private independent foundations, they generally do not raise funds from the public."
"PSB","T30","RG","Public Foundations","Organizations, sometimes referred to as public charities, that derive their funding or support primarily from the general public in carrying out their social, educational, religious or other charitable activities serving the common welfare. Although public foundations may provide direct charitable services to the public as other nonprofits do, their primary focus is on grantmaking."
"PSB","T31","RG","Community Foundations","Organizations that make grants for charitable purposes in a specific community or region. The funds available to a community foundation are usually derived from many donors and held in an endowment that is independently administered; income earned by the endowment is then used to make grants. (rev. 11/04)"
"PSB","T40","RG","Voluntarism Promotion","Organizations that encourage people to volunteer. (rev. 1/05)"
"PSB","T50","RG","Philanthropy, Charity & Voluntarism Promotion","Organizations concerned with civil society, philanthropy, and the nonprofit sector who seek to promote the practice of charitable giving and voluntarism through a variety of strategies including advocacy, disclosure, information exchange, and research. (rev. 1/05)"
"PSB","T70","RG","Federated Giving Programs","Organizations that administer centralized fundraising efforts and then in turn distribute the contributed funds to several nonprofit agencies. United Way and community chests or funds, the United Jewish Appeal and other religious appeals are examples of federated giving programs. (rev. 1/05)"
"PSB","T90","RG","Named Trusts N.E.C.","Use this code for named trusts not classified elsewhere. (rev. 11/04)"
"PSB","T99","RG","Philanthropy, Voluntarism & Grantmaking Foundations N.E.C.","Use this code for organizations that clearly provide philanthropy, voluntarism and grantmaking services where the major purpose is unclear enough that a more specific code cannot be accurately assigned."
"PSB","U","Major Group","Science & Technology",NA
"PSB","U00","AA","Alliances & Advocacy  (formerly U01)","Organizations whose activities focus on influencing public policy within the Science and Technology Research Institutes, Services major group area. Includes a variety of activities from public education and influencing public opinion to lobbying national and state legislatures."
"PSB","U00","MT","Management & Technical Assistance  (formerly U02)","Consultation, training, and other forms of management assistance services to nonprofit groups within the Science and Technology Research Institutes, Services major group area."
"PSB","U00","PA","Professional Societies & Associations  (formerly U03)","Learned societies, professional councils, and other organizations that bring together individuals or organizations with a common professional or vocational interest within the Science and Technology Research Institutes, Services major group area."
"PSB","U00","RP","Research Institutes & Public Policy Analysis  (formerly U05)","Organizations whose primary purpose is to conduct research and/or public policy analysis within the Science and Technology Research Institutes, Services major group area."
"PSB","U00","MS","Single Organization Support  (formerly U11)","Organizations existing as a fund-raising entity for a single institution within the Science & Technology major group area."
"PSB","U00","MM","Fund Raising & Fund Distribution  (formerly U12)","Organizations that raise and distribute funds for multiple organizations within the Science and Technology Research Institutes, Services major group area."
"PSB","U00","NS","Support N.E.C.  (formerly U19)","Organizations that provide all forms of support except for financial assistance or fund raising for other organizations within the Science and Technology Research Institutes, Services major group area."
"PSB","U20","RG","General Science","Organizations that focus broadly on scientific research and inquiry or which engage in interdisciplinary science activities."
"PSB","U21","RG","Marine Science & Oceanography","Organizations that support or conduct research in the area of science that studies the oceans and associated phenomena including the land/ water and water/atmospheric boundaries."
"PSB","U30","RG","Physical & Earth Sciences","Organizations that conduct research in the physical and earth sciences, i.e., the area of science that studies inanimate objects, processes of matter and energy and associated phenomena. Use this code for organizations that conduct research that broadly covers the physical and earth sciences or for those that address areas of scientific study not specified below."
"PSB","U31","RG","Astronomy","Organizations that conduct research in astronomy, the physical science that addresses matter and energy in the universe using observational techniques such as spectroscopy, photometry, interferometry, radio astronomy and optical astronomy."
"PSB","U33","RG","Chemistry & Chemical Engineering","Organizations that conduct research in chemistry, the science which addresses the composition and behavior of matter including its micro- and macro-structure, the processes of chemical change and the theoretical description and laboratory simulation of these phenomena."
"PSB","U34","RG","Mathematics","Organizations that conduct research in mathematics, the science which addresses quantities, magnitudes, forms and their relationships using symbolic logic and language."
"PSB","U36","RG","Geology","Organizations that conduct research in the area of science that studies the earth; the forces acting upon it; and the behavior of the solids, liquids and gases comprising it."
"PSB","U40","RG","Engineering & Technology","Organizations that conduct research in the area of science which applies mathematical and scientific principles to the solution of practical problems for the benefit of society."
"PSB","U41","RG","Computer Science","Organizations that conduct research in the area of science that addresses the study of data and information storage and processing systems including hardware, software, basic design principles, user requirements analysis and related economic and policy issues."
"PSB","U42","RG","Engineering","Organizations that conduct research in the field of engineering in which mathematical and scientific principles are applied to solve a wide variety of practical problems in industry, social organization, public works and commerce."
"PSB","U50","RG","Biological & Life Sciences","Organizations that conduct research in the sciences which analyze the structure, function, growth, origin, evolution or distribution of living organisms and their relations to their natural environments."
"PSB","U99","RG","Science & Technology N.E.C.","Use this code for organizations that clearly provide science and technology research services where the major purpose is unclear enough that a more specific code cannot be accurately assigned."
"PSB","V","Major Group","Social Science",NA
"PSB","V00","AA","Alliances & Advocacy  (formerly V01)","Organizations whose activities focus on influencing public policy within the Social Science Research Institutes, Services major group area. Includes a variety of activities from public education and influencing public opinion to lobbying national and state legislatures."
"PSB","V00","MT","Management & Technical Assistance  (formerly V02)","Consultation, training, and other forms of management assistance services to nonprofit groups within the Social Science Research Institutes, Services major group area."
"PSB","V00","PA","Professional Societies & Associations  (formerly V03)","Learned societies, professional councils, and other organizations that bring together individuals or organizations with a common professional or vocational interest within the Social Science Research Institutes, Services major group area."
"PSB","V00","RP","Research Institutes & Public Policy Analysis  (formerly V05)","Organizations whose primary purpose is to conduct research and/or public policy analysis within the Social Science Research Institutes, Services major group area."
"PSB","V00","MS","Single Organization Support  (formerly V11)","Organizations existing as a fund-raising entity for a single institution within the Social Science major group area."
"PSB","V00","MM","Fund Raising & Fund Distribution  (formerly V12)","Organizations that raise and distribute funds for multiple organizations within the Social Science Research Institutes, Services major group area."
"PSB","V00","NS","Support N.E.C.  (formerly V19)","Organizations that provide all forms of support except for financial assistance or fund raising for other organizations within the Social Science Research Institutes, Services major group area."
"PSB","V20","RG","Social Science","Organizations that conduct research, study or teaching in one or more of the social sciences, i.e., those involving the systematic study of social systems, social institutions and social behavior."
"PSB","V21","RG","Anthropology & Sociology","Organizations that conduct research in the area of social science that involves the systematic study of human beings, their antecedents and related primates, and their cultural behavior and institutions in comparative perspective (anthropology); and/or the study of social institutions and social relationships (sociology)."
"PSB","V22","RG","Economics","Organizations that conduct research in the area of social science that involves the systematic study of the production, conservation and allocation of resources in conditions of scarcity, together with the organizational frameworks related to these processes."
"PSB","V23","RG","Behavioral Science","Organizations that conduct research in psychology, the social science that involves the systematic study of individual and collective behavior, the physical and environmental bases of behavior, and the analysis and treatment of behavior problems and disorders."
"PSB","V24","RG","Political Science","Organizations that conduct research in the area of social science that involves the systematic study of political institutions and behavior."
"PSB","V25","RG","Population Studies","Organizations that conduct research in the area of social science that involves the systematic study of population models and population phenomena, and related problems of social structure and behavior."
"PSB","V26","RG","Law & Jurisprudence","Organizations that conduct research in the area of social science that involves the systematic study of the theory, history and application of the rules of conduct by which societal relations are formally structured and adjudicated."
"PSB","V30","RG","Interdisciplinary Research","Organizations that bring together the humanities, physical sciences and social sciences to develop and enhance a broad understanding of particular populations, cultures or other related areas of research. Use this code for organizations that conduct broadly conceived interdisciplinary research or for those that address areas of interdisciplinary study not specified below."
"PSB","V31","RG","Black Studies","Organizations that conduct research in the area of social science that involves the systematic study of the history, society, politics, culture and economics of the African American populations of the Western Hemisphere, with emphasis on the United States and the Caribbean."
"PSB","V32","RG","Womens Studies","Organizations that conduct research in the area of social science that involves the systematic study of the history, society, politics, culture and economics of women as individuals and social actors."
"PSB","V33","RG","Ethnic Studies","Organizations that conduct research in the area of social science that involves the systematic study of the history, society, politics, culture and economics of subsets of the population sharing common racial characteristics or common traits and customs."
"PSB","V34","RG","Urban Studies","Organizations that conduct research in the area of social science that applies social science principles to the study of urban institutions and the forces influencing urban social and political life."
"PSB","V35","RG","International Studies","Organizations that conduct research in the area of social science that involves the systematic study of the history, society, politics, culture and economics of particular geographical areas throughout the world."
"PSB","V36","RG","Gerontology","Organizations that conduct research in the area of social science that involves the systematic study of the human aging process and aged human populations using the knowledge and methodologies of the social sciences, psychology and the biological health sciences."
"PSB","V37","RG","Labor Studies","Organizations that conduct research in the area of social science that involves the systematic study of employee-management interactions and the management of issues and disputes regarding working conditions and worker benefit packages."
"PSB","V99","RG","Social Science N.E.C.","Use this code for organizations that clearly provide social science research services where the major purpose is unclear enough that a more specific code cannot be accurately assigned."
"PSB","W","Major Group","Public & Societal Benefit",NA
"PSB","W00","AA","Alliances & Advocacy  (formerly W01)","Organizations whose activities focus on influencing public policy within the Public, Society Benefit - Multipurpose and Other major group area. Includes a variety of activities from public education and influencing public opinion to lobbying national and state legislatures."
"PSB","W00","MT","Management & Technical Assistance  (formerly W02)","Consultation, training, and other forms of management assistance services to nonprofit groups within the Public, Society Benefit - Multipurpose and Other major group area."
"PSB","W00","PA","Professional Societies & Associations  (formerly W03)","Learned societies, professional councils, and other organizations that bring together individuals or organizations with a common professional or vocational interest within the Public, Society Benefit - Multipurpose and Other major group area."
"PSB","W00","RP","Research Institutes & Public Policy Analysis  (formerly W05)","Organizations whose primary purpose is to conduct research and/or public policy research within the Public, Society Benefit - Multipurpose and Other major group area."
"PSB","W00","MS","Single Organization Support  (formerly W11)","Organizations existing as a fund-raising entity for a single institution within the Public & Societal Benefit major group area."
"PSB","W00","MM","Fund Raising & Fund Distribution  (formerly W12)","Organizations that raise and distribute funds for multiple organizations within the Public, Society Benefit - Multipurpose and Other major group area."
"PSB","W00","NS","Support N.E.C.  (formerly W19)","Organizations that provide all forms of support except for financial assistance or fund raising for other organizations within the Public, Society Benefit - Multipurpose and Other major group area."
"PSB","W20","RG","Government & Public Administration","Organizations that are concerned with the effective functioning of government including the administration of public agencies and the actions and decisions of public officials. Use this code for organizations that undertake a broad range of activities directed at improving the functioning of the public sector and for those that provide specific services in this area that are not specified below."
"PSB","W22","RG","Public Finance, Taxation & Monetary Policy","Organizations that are primarily engaged in financial administration and taxation including monetary policy; tax administration; collection, custody and disbursement of funds; debt and investment administration; and other similar activities."
"PSB","W24","RG","Citizen Participation","Organizations that seek to ensure the broad participation of community residents in government decision making and the political process."
"PSB","W30","RG","Military & Veterans Organizations","Membership organizations that are engaged in promoting the interests of the veterans or active or retired military personnel who are their members."
"PSB","W40","RG","Public Transportation Systems","Organizations that provide fixed-route mass transit services that utilize buses, trains, ferry boats or other vehicles to transport people within the limits of a city, a metropolitan area, a county or a multi-county region, or to move people from outlying areas into a city or metropolitan area."
"PSB","W50","RG","Telecommunications","Organizations that furnish point-to-point communications services including telephone and telegraph services."
"PSB","W60","RG","Financial Institutions","Organizations that provide an alternative to the traditional banking system for people who want to maintain checking or savings accounts, purchase money orders, cash third-party checks or engage in other financial transactions."
"PSB","W61","RG","Credit Unions","Cooperative 501(c)(14) associations that use money deposited by a group of people (e.g., fellow employees) and lend it out again to people in the same group at favorable interest rates."
"PSB","W70","RG","Leadership Development","Organizations that are designed to train people to become effective leaders at the national or local level."
"PSB","W80","RG","Public Utilities","Organizations that provide gas, electricity, water and sanitary services including the hook-up of services and the installation, maintenance and repair of necessary equipment. \[Many are located in section 501(c)(12).\]"
"PSB","W90","RG","Consumer Protection","Organizations that provide for the education and protection of individuals who purchase, use, maintain and dispose of products and services."
"PSB","W99","RG","Public & Societal Benefit N.E.C.","Use this code for organizations that clearly provide services relating to public affairs or society benefit where the major purpose is unclear enough that a more specific code cannot be accurately assigned."
"REL","X","Major Group","Religion-Related",NA
"REL","X00","AA","Alliances & Advocacy  (formerly X01)","Organizations whose activities focus on influencing public policy within the Religion Related, Spiritual Development major group area. Includes a variety of activities from public education and influencing public opinion to lobbying national and state legislatures."
"REL","X00","MT","Management & Technical Assistance  (formerly X02)","Consultation, training, and other forms of management assistance services to nonprofit groups within the Religion Related, Spiritual Development major group area."
"REL","X00","PA","Professional Societies & Associations  (formerly X03)","Learned societies, professional councils, and other organizations that bring together individuals or organizations with a common professional or vocational interest within the Religion Related, Spiritual Development major group area."
"REL","X00","RP","Research Institutes & Public Policy Analysis  (formerly X05)","Organizations whose primary purpose is to conduct research and/or public policy analysis within the Religion Related, Spiritual Development major group area."
"REL","X00","MS","Single Organization Support  (formerly X11)","Organizations existing as a fund-raising entity for a single institution within the Religion-Related major group area."
"REL","X00","MM","Fund Raising & Fund Distribution  (formerly X12)","Organizations that raise and distribute funds for multiple organizations within the Religion Related, Spiritual Development major group area."
"REL","X00","NS","Support N.E.C.  (formerly X19)","Organizations that provide all forms of support except for financial assistance or fund raising for other organizations within the Religion Related, Spiritual Development major group area."
"REL","X20","RG","Christianity","Religious organizations that provide opportunities for people to satisfy their inner needs and enhance their spiritual growth through organized worship or through other devotional activities under the auspices of one of the group of religious faiths that is based on the teachings of Jesus Christ. Use this code for Christian denominations that are not specified below as well as their ministries, missions or missionary activities; bible camps and schools. (rev. 11/04)"
"REL","X21","RG","Protestant","Religious organizations whose form of Christian faith and practice originated with the principles of the Reformation. Use this code for Protestant churches as well as their ministries, missions or missionary activities; bible camps and schools; and bible distribution programs."
"REL","X22","RG","Roman Catholic","Religious organizations characterized by their acknowledgement of the supreme authority of the bishop of Rome, the pope, in matters of faith. Use this code for Roman Catholic churches as well as their ministries, missions or missionary activities; bible camps and schools; and bible distribution programs."
"REL","X30","RG","Judaism","Organizations whose members are a worldwide group which constitutes a continuation through descent or conversion of the ancient Jewish people; who practice Judaism, a religion that is characterized by a belief in one God and in the mission of Jews to teach the oneness of God as revealed in the Hebrew scriptures. Organizations making reference to Lubavitch, Chabad, Yeshiva, and Torah should also be classified here, but not necessarily those mentioning Israel, Hebrew, and Shalom."
"REL","X40","RG","Islam","Organizations whose members are followers of Islam, the religious faith and cultural system that is based on the belief in Allah as the sole deity, in Mohammed as the prophet of Allah and in the Koran as the revelation of Allah to Mohammed and the divinely authorized basis for the religious, social, civil, commercial, military and legal regulations of the Islamic world."
"REL","X50","RG","Buddhism","Organizations whose members are followers of the religion of eastern and central Asia that is based on the teachings of Gautama Buddha which stress that suffering is inherent in life and that one can achieve nirvana (release from suffering) through mental and moral self-purification. Includes Zen."
"REL","X70","RG","Hinduism","Organizations whose members are followers of the religious philosophy that originated on the Indian subcontinent and is marked by an outlook that tends to view all forms and theories as aspects of one eternal being and truth; a belief in ahimsa, karma, dharma, samsara and moksha; and the practice of the way of works, the way of knowledge or the way of devotion as the means of release from the round of rebirths."
"REL","X80","RG","Religious Media & Communications","Organizations with religious affiliations that are engaged in publishing, production or programming that has religious content. Use this code for organizations utilizing multiple types of media or for media not specified below."
"REL","X81","RG","Religious Film & Video","Organizations with religious affiliations that produce films, videos and holographic images which have religious content."
"REL","X82","RG","Religious Television","Organizations with religious affiliations that are engaged in television productions and broadcasts which have religious content."
"REL","X83","RG","Religious Printing & Publishing","Organizations with religious affiliations that publish books such as Bibles and other materials which have religious content."
"REL","X84","RG","Religious Radio","Organizations with religious affiliations that are engaged in radio productions and broadcasts which have religious content."
"REL","X90","RG","Interfaith Coalitions","Organizations representing multiple faiths that have gathered together to establish a worldwide Christian (or other religious) unity; to promote cooperation on such common tasks as supporting missions, working with students and sponsoring conferences; to establish mutual understanding regarding the fundamental issues of belief, worship and polity; and to serve as a united witness on world problems."
"REL","X99","RG","Religion-Related N.E.C.","Use this code for organizations that clearly provide services relating to religion where a more specific code cannot be accurately assigned. Examples may include Unitarianism, Taoism, Sikhs, Zoroastrism, Atheism, Actualism, Theosophy, Bahaism and reference to miracles."
"MMB","Y","Major Group","Mutual & Membership Benefit",NA
"MMB","Y00","AA","Alliances & Advocacy  (formerly Y01)","Organizations whose activities focus on influencing public policy within the Mutual/Membership Benefit Organizations, Other major group area. Includes a variety of activities from public education and influencing public opinion to lobbying national and state legislatures."
"MMB","Y00","MT","Management & Technical Assistance  (formerly Y02)","Consultation, training, and other forms of management assistance services to nonprofit groups within the Mutual/Membership Benefit Organizations, Other major group area."
"MMB","Y00","PA","Professional Societies & Associations  (formerly Y03)","Learned societies, professional councils, and other organizations that bring together individuals or organizations with a common professional or vocational interest within the Mutual/ Membership Benefit Organizations, Other major group area."
"MMB","Y00","RP","Research Institutes & Public Policy Analysis  (formerly Y05)","Organizations whose primary purpose is to conduct research and/or public policy analysis within the Mutual/Membership Benefit Organizations, Other major group area."
"MMB","Y00","MS","Single Organization Support  (formerly Y11)","Organizations existing as a fund-raising entity for a single institution within the Mutual & Membership Benefit major group area."
"MMB","Y00","MM","Fund Raising & Fund Distribution  (formerly Y12)","Organizations that raise and distribute funds for multiple organizations within the Mutual/Membership Benefit Organizations, Other major group area."
"MMB","Y00","NS","Support N.E.C.  (formerly Y19)","Organizations that provide all forms of support except for financial assistance or fund raising for other organizations within the Mutual/ Membership Benefit Organizations, Other major group area."
"MMB","Y20","RG","Insurance Providers","Organizations that are established as vehicles for their parent corporations to set aside funds for workers compensation, medical malpractice, general liability claims, and other insurance purposes. This code is used primarily for organizations exempt from federal taxes under 501(c)(3) of the Internal Revenue Code."
"MMB","Y22","RG","Local Benevolent Life Insurance Associations","Organizations that provide life insurance approximately at cost and on a mutual basis on a purely local or regional basis."
"MMB","Y23","RG","Mutual Insurance Companies & Associations","Organizations that offer insurance in which members are both insurers and insured. The business is conducted for the benefit of policy holders. This code is used primarily for organizations exempt from federal taxes under 501(c)(15) of the Internal Revenue Code."
"MMB","Y24","RG","Supplemental Unemployment Compensation","Organizations established at the behest of labor unions that supplement unemployment compensation payments from states for employees who are involuntarily laid off. This code is used primarily for organizations exempt from federal taxes under 501(c)(17) of the Internal Revenue Code."
"MMB","Y25","RG","State-Sponsored Workers Compensation Reinsurance Organizations","State-sponsored organizations established exclusively to reimburse its members for losses under workers compensation acts. This code is used primarily for organizations exempt from federal taxes under 501(c)(27) of the Internal Revenue code."
"MMB","Y30","RG","Pension & Retirement Funds","Organizations that manage retirement funds established primarily for the benefit of employees of tax-exempt or governmental organizations. This code is used primarily for organizations exempt from federal taxes under 501(c)(25) of the Internal Revenue Code."
"MMB","Y33","RG","Teachers Retirement Fund Associations","Organizations that provide retirement and disability benefits for teachers and other school employees, or supporting services employees. This code is used primarily for organizations exempt from federal taxes under 501(c)(11) of the Internal Revenue Code."
"MMB","Y34","RG","Employee Funded Pension Trusts","Organizations that maintain pension trusts funded by employees. This code is used primarily for organizations exempt from federal taxes under 501(c)(18) of the Internal Revenue Code."
"MMB","Y35","RG","Multi-Employer Pension Plans","Organizations that maintain insurance plans established under the Employee Retirement Income Security Act of 1974 (ERISA) and meeting a number of legal requirements. This code is used primarily for organizations exempt from federal taxes under 501(c)(22) of the Internal 279 Revenue Code."
"MMB","Y40","RG","Fraternal Societies","Organizations that provide services for the mutual aid and benefit of their members; that ordinarily have a lodge system whereby activities are carried out under a form of organization that comprises local branches, chartered by a parent organization and largely self-governing, and that make provision for the payment of death benefits, and for benefits in case of accident, sickness, or old age. Y40 should be used only if one of the more specific codes in the Y40 series cannot be determined."
"MMB","Y41","RG","Fraternal Beneficiary Societies","Organizations that provide services for the mutual aid and benefit of their members; that ordinarily have a lodge system whereby activities are carried out under a form of organization that comprises local branches, chartered by a parent organization and largely self-governing, and that make provision for the payment of death benefits, and for benefits in case of accident, sickness, or old age. This code is used exclusively for organizations exempt from federal taxes under 501(c)(8) of the Internal Revenue Code."
"MMB","Y42","RG","Domestic Fraternal Societies","Organizations, fraternal societies, or associations operating under the lodge system that do not provide life, health, accident, or other benefits to their members but rather devote their earnings to fraternal, religious, charitable, or other services. This code is used exclusively for organizations exempt from federal taxes under 501(c)(10) of the Internal Revenue Code."
"MMB","Y43","RG","Voluntary Employees Beneficiary Associations (Non-Government)","Non-governmental organizations that provide for the payment of life, sick, accident, or other benefits to the voluntary members of associations or their dependents or designated beneficiaries. This code is used exclusively for organizations exempt from federal taxes under 501(c)(9) of the Internal Revenue Code."
